MatchID|Year|Team1|score1|Team2|score2
320716125|2012|houston_astros|2|san_diego_padres|0
320716127|2012|pittsburgh_pirates|4|colorado_rockies|5
320716128|2012|washington_nationals|3|miami_marlins|5
320716130|2012|cleveland_indians|3|tampa_bay_rays|2
320717102|2012|chicago_white_sox|7|boston_red_sox|5
320717106|2012|los_angeles_angels|13|detroit_tigers|0
320717107|2012|seattle_mariners|9|kansas_city_royals|6
320717108|2012|st._louis_cardinals|2|milwaukee_brewers|3
320717109|2012|baltimore_orioles|4|minnesota_twins|6
320717110|2012|toronto_blue_jays|1|new_york_yankees|6
320717111|2012|texas_rangers|6|oakland_athletics|1
320717115|2012|san_francisco_giants|9|atlanta_braves|0
320717116|2012|miami_marlins|9|chicago_cubs|5
320717117|2012|arizona_diamondbacks|0|cincinnati_reds|4
320717119|2012|philadelphia_phillies|3|los_angeles_dodgers|2
320717120|2012|new_york_mets|4|washington_nationals|5
320717125|2012|houston_astros|2|san_diego_padres|8
320717127|2012|pittsburgh_pirates|6|colorado_rockies|2
320717130|2012|cleveland_indians|2|tampa_bay_rays|4
320718102|2012|chicago_white_sox|1|boston_red_sox|10
320718106|2012|los_angeles_angels|2|detroit_tigers|7
320718107|2012|seattle_mariners|7|kansas_city_royals|8
320718108|2012|st._louis_cardinals|3|milwaukee_brewers|4
320718109|2012|baltimore_orioles|2|minnesota_twins|1
320718110|2012|toronto_blue_jays|0|new_york_yankees|6
320718111|2012|texas_rangers|3|oakland_athletics|4
320718115|2012|san_francisco_giants|9|atlanta_braves|4
320718116|2012|miami_marlins|1|chicago_cubs|5
320718117|2012|arizona_diamondbacks|7|cincinnati_reds|1
320718119|2012|philadelphia_phillies|3|los_angeles_dodgers|5
320718120|2012|new_york_mets|3|washington_nationals|4
320718125|2012|houston_astros|4|san_diego_padres|8
320718127|2012|pittsburgh_pirates|9|colorado_rockies|6
320718130|2012|cleveland_indians|10|tampa_bay_rays|6
320719102|2012|chicago_white_sox|1|boston_red_sox|3
320719106|2012|los_angeles_angels|1|detroit_tigers|5
320719107|2012|seattle_mariners|6|kansas_city_royals|1
320719109|2012|baltimore_orioles|4|minnesota_twins|3
320719111|2012|new_york_yankees|3|oakland_athletics|4
320719115|2012|san_francisco_giants|2|atlanta_braves|3
320719116|2012|miami_marlins|2|chicago_cubs|4
320719117|2012|arizona_diamondbacks|6|cincinnati_reds|7
320719120|2012|new_york_mets|9|washington_nationals|5
320719125|2012|houston_astros|0|san_diego_padres|1
